category,index,text,T,n_blocks,ll_fwd,ll_token_rev,ll_block_rev,sigma_token,sigma_block,sigma_token_per_T,sigma_block_per_T
causal,0,The glass slipped from Alice's hand. The glass fell to the floor. The glass broke into many pieces. The glass left a wet stain on the tile floor.,33,4,-101.4874332100153,-225.02396067231894,-110.39496427029371,123.53652746230364,8.907531060278416,3.7435311352213225,0.26992518364480045
causal,1,The candle caught a spark from the match. The candle burned with a steady orange flame. The candle melted around the metal holder. The candle formed a pool of warm wax.,35,4,-143.1517676860094,-216.51134073734283,-137.06479740142822,73.35957305133343,-6.086970284581184,2.0959878014666695,-0.17391343670231954
causal,2,The seed absorbed water from the damp soil. The seed swelled beneath the damp soil. The seed cracked the hard outer shell. The seed pushed a pale shoot toward sunlight.,35,4,-155.3513594418764,-244.96551927179098,-153.10661521553993,89.61415982991457,-2.244744226336479,2.560404566568988,-0.06413554932389941
causal,3,The kettle rested over the blue gas flame. The kettle heated the cold water inside. The kettle released a thin stream of steam. The kettle whistled across the quiet kitchen.,35,4,-145.67012254428118,-230.42793852090836,-145.79170171171427,84.75781597662717,0.12157916743308306,2.4216518850464905,0.0034736904980880875
causal,4,The bicycle struck a sharp stone on the path. The bicycle wobbled beside the narrow ditch. The bicycle tipped onto the grassy bank. The bicycle bent the front wheel against a root.,38,4,-159.71974562015384,-265.80159574747086,-151.65433430299163,106.08185012731701,-8.065411317162216,2.791627634929395,-0.21224766624111094
causal,5,The letter slid under the closed office door. The letter landed beside the welcome mat. The letter caught the receptionist's attention. The letter reached the manager inside the conference room.,36,4,-137.56515622884035,-237.0220792889595,-142.39547906070948,99.45692306011915,4.830322831869125,2.762692307225532,0.1341756342185868
causal,6,The storm cloud gathered moisture above the warm sea. The storm cloud darkened across the coastal hills. The storm cloud released heavy rain over the village. The storm cloud filled the roadside ditches with water.,40,4,-150.787631675601,-258.11557503044605,-162.64101756364107,107.32794335484505,11.853385888040066,2.683198583871126,0.29633464720100167
causal,7,The puppy spotted the red ball near the porch. The puppy chased the red ball across the yard. The puppy caught the red ball beside the fence. The puppy carried the red ball back to Maria.,40,4,-129.15090284124017,-183.19826808944345,-126.21734034270048,54.04736524820328,-2.933562498539686,1.3511841312050819,-0.07333906246349216
causal,8,The red balloon escaped from the child's open hand. The red balloon rose above the crowded park. The red balloon drifted toward the thorny branch. The red balloon burst against the thorny branch.,40,4,-144.06455596350133,-237.3453376069665,-150.01478018751368,93.28078164346516,5.950224224012345,2.332019541086629,0.14875560560030862
causal,9,The train entered the narrow mountain tunnel. The train shook the loose stones from the tunnel wall. The train slowed beneath the loose stones. The train stopped before the loose stones.,35,4,-120.17899391055107,-191.4172665439546,-131.81224761158228,71.23827263340354,11.633253701031208,2.035379218097244,0.3323786771723202
causal,10,The lead domino tipped against the domino row. The lead domino sent motion through the domino row. The lead domino toppled the domino row across the table. The lead domino triggered the brass bell at the far end.,49,4,-173.25618676189333,-267.02370109781623,-172.73199037648737,93.7675143359229,-0.5241963854059577,1.913622741549447,-0.010697885416448116
causal,11,The river swelled from heavy mountain rain. The river crossed the low muddy bank. The river flooded the nearby wheat field. The river carried loose branches toward the bridge.,34,4,-149.9349371790886,-239.7592944726348,-156.96357345581055,89.8243572935462,7.028636276721954,2.6418928615748882,0.20672459637417512
causal,12,The toaster trapped the thick bread slice. The toaster heated the thick bread slice against glowing wires. The toaster scorched the thick bread slice along the upper edge. The toaster filled the kitchen with bitter smoke.,45,4,-165.29364669322968,-294.28111109510064,-164.18030751124024,128.98746440187097,-1.1133391819894314,2.866388097819355,-0.024740870710876252
causal,13,The ice cube rested beside the sunny window. The ice cube softened under the warm sunlight. The ice cube melted across the wooden sill. The ice cube dripped onto the carpet below.,37,4,-130.13592755049467,-232.86141201853752,-136.72905299067497,102.72548446804285,6.593125440180302,2.776364445082239,0.17819257946433248
causal,14,The paper airplane left Daniel's raised hand. The paper airplane glided across the classroom. The paper airplane struck the spinning ceiling fan. The paper airplane fell into the wastebasket.,37,4,-147.7296273112297,-274.79120775312185,-148.3590214960277,127.06158044189215,0.6293941847980022,3.4340967686997876,0.01701065364318925
causal,15,The carpenter measured the long pine board. The carpenter marked the long pine board with a pencil. The carpenter cut the long pine board along the pencil mark. The carpenter fitted the long pine board into the doorframe.,47,4,-130.5904670068412,-237.65346360951662,-136.61207525088685,107.06299660267541,6.0216082440456375,2.277936097929264,0.12811932434139656
causal,16,The runner heard the starting pistol near the track. The runner pushed hard against the blocks. The runner accelerated around the sharp curve. The runner crossed the finish line ahead.,34,4,-137.25238371640444,-213.61041056364775,-136.86587580572814,76.35802684724331,-0.3865079106763005,2.245824319036568,-0.011367879725773545
causal,17,The cat noticed a moth beside the lamp. The cat jumped onto the narrow shelf. The cat knocked a flowerpot from the narrow shelf. The cat scattered dark soil across the rug.,37,4,-161.19788911938667,-242.58480798080564,-163.019874766469,81.38691886141896,1.8219856470823288,2.199646455714026,0.04924285532654943
causal,18,The snowball rolled down the steep hillside. The snowball gathered fresh snow on the steep hillside. The snowball struck the wooden fence post. The snowball broke apart beside the wooden fence post.,38,4,-124.45021742582321,-220.57722329348326,-131.48651498556137,96.12700586766005,7.036297559738159,2.5296580491489484,0.18516572525626734
causal,19,The old tree bent under the strong wind. The old tree cracked above the hollow trunk. The old tree dropped the heavy branch onto the shed roof. The old tree damaged the shed roof with the heavy branch.,42,4,-144.27180845290422,-214.32237431406975,-148.81655310094357,70.05056586116552,4.544744648039341,1.6678706157420362,0.1082082059056986
causal,20,The egg slipped from the tilted carton. The egg rolled across the kitchen counter. The egg dropped onto the stone floor. The egg spread yellow yolk across the stone floor.,36,4,-135.85802736878395,-224.17540424317122,-135.88143129646778,88.31737687438726,0.02340392768383026,2.4532604687329798,0.0006501091023286184
causal,21,The soap bubble floated above the bathroom sink. The soap bubble touched the rough wall. The soap bubble burst against the rough wall. The soap bubble left a small wet circle on the rough wall.,39,4,-134.60995479673147,-208.70789934881032,-132.1453219279647,74.09794455207884,-2.4646328687667847,1.8999472962071497,-0.0631957145837637
causal,22,The delivery truck hit a deep roadside hole. The delivery truck bounced beside the curb. The delivery truck dropped the unsecured box near the back wheel. The delivery truck crushed the unsecured box under the back wheel.,45,4,-155.57401854346972,-249.66659372206777,-152.1610857504711,94.09257517859805,-3.4129327929986175,2.090946115079957,-0.07584295095552483
causal,23,The camera slipped from the loose tripod plate. The camera struck the wooden stage floor. The camera cracked the glass lens cover. The camera recorded a blurred image of the ceiling.,35,4,-146.35992163419724,-221.1420405432582,-147.97806924581528,74.78211890906096,1.618147611618042,2.136631968830313,0.04623278890337263
causal,24,The match scraped against the rough box surface. The match produced a bright yellow spark. The match ignited the dry paper below. The match started a small fire in the grate.,36,4,-165.4933165460825,-237.0284625068307,-152.7903797738254,71.5351459607482,-12.70293677225709,1.987087387798561,-0.35285935478491914
causal,25,The bread dough rested inside the warm bowl. The bread dough expanded beneath the clean cloth. The bread dough rose above the warm bowl. The bread dough spilled from the warm bowl onto the counter.,39,4,-132.64362561702728,-209.38515351712704,-132.7499389052391,76.74152790009975,0.10631328821182251,1.9677314846179423,0.00272598174902109
causal,26,The fountain pen leaked inside the jacket pocket. The fountain pen soaked the white cotton lining. The fountain pen stained the folded train ticket. The fountain pen ruined the folded train ticket.,36,4,-150.31529379542917,-204.6231399695389,-138.84097524289973,54.30784617410973,-11.47431855252944,1.5085512826141592,-0.31873107090359554
causal,27,The fishing line tightened beneath the lake surface. The fishing line pulled against the flexible rod. The fishing line snapped near the metal hook. The fishing line vanished below the lake surface.,36,4,-140.57248105108738,-196.88789035379887,-147.34578557312489,56.31540930271149,6.773304522037506,1.564316925075319,0.18814734783437517
causal,28,The campfire caught the dry pine needles. The campfire spread across the stacked branches. The campfire heated the black cooking pot. The campfire boiled soup inside the black cooking pot.,38,4,-151.54195104632527,-236.56168839335442,-157.4773941260064,85.01973734702915,5.935443079681136,2.237361509132346,0.15619587051792463
causal,29,The snowplow entered the blocked country road. The snowplow pushed deep snow toward the shoulder. The snowplow exposed the frozen pavement below. The snowplow opened the blocked country road for traffic.,43,4,-142.17375928536057,-254.37780121713877,-140.78549052868038,112.20404193177819,-1.3882687566801906,2.609396323994842,-0.03228531992279513
causal,30,The package moved along the warehouse conveyor belt. The package struck a raised metal guide. The package tumbled from the warehouse conveyor belt. The package split open on the concrete floor.,38,4,-133.61462354892865,-248.01067209988832,-145.8111752299592,114.39604855095968,12.196551681030542,3.0104223302884123,0.320961886342909
causal,31,The heavy door caught a sudden gust. The heavy door swung across the hallway. The heavy door struck the plaster wall. The heavy door left a deep round dent in the plaster wall.,37,4,-129.99592693150043,-225.85901223123074,-131.39624394848943,95.8630852997303,1.4003170169889927,2.590894197290008,0.03784640586456737
causal,32,The rowboat drifted toward the rocky shore. The rowboat struck a hidden underwater stone. The rowboat opened a crack along the hull. The rowboat filled slowly with cold water.,37,4,-148.287698244676,-241.63103438913822,-144.64360055327415,93.34333614446223,-3.6440976914018393,2.5227928687692494,-0.0984891267946443
causal,33,The elevator lost power between two floors. The elevator stopped inside the dark shaft. The elevator triggered the emergency alarm. The elevator remained closed inside the dark shaft.,32,4,-113.4336104542017,-196.7395407706499,-114.16137592494488,83.30593031644821,0.7277654707431793,2.6033103223890066,0.022742670960724354
causal,34,The alarm bell sensed smoke above the oven. The alarm bell emitted a sharp warning sound. The alarm bell alerted the cooks nearby. The alarm bell prompted an immediate kitchen evacuation.,35,4,-134.22455149888992,-219.1825330555439,-144.96804788708687,84.95798155665398,10.743496388196945,2.427370901618685,0.3069570396627699
causal,35,The warehouse robot received a packing command. The warehouse robot lifted the sealed carton. The warehouse robot carried the sealed carton toward storage. The warehouse robot placed the sealed carton on the correct shelf.,41,4,-137.22604282735847,-218.32744753360748,-142.12046118010767,81.10140470624901,4.894418352749199,1.9780830416158297,0.1193760573841268
